Stress,CESD,N,E,O,A,C,sex
18,12,49.56 ,43.44 ,38.56 ,45.90 ,47.35 ,1
28,18,64.25 ,43.31 ,59.95 ,44.63 ,55.88 ,1
39,34,70.66 ,64.74 ,77.09 ,40.84 ,44.02 ,1
25,11,86.95 ,62.86 ,86.07 ,50.21 ,41.04 ,1
9,8,46.15 ,48.30 ,59.80 ,50.05 ,48.20 ,1
34,19,69.24 ,49.14 ,66.31 ,33.41 ,55.89 ,1
31,33,71.93 ,49.11 ,62.19 ,8.51 ,35.71 ,1
18,15,61.21 ,51.28 ,66.63 ,34.64 ,24.24 ,1
15,7,64.76 ,51.15 ,61.42 ,53.92 ,42.05 ,1
19,8,63.33 ,26.32 ,56.95 ,38.60 ,41.81 ,1
10,8,51.35 ,61.04 ,71.87 ,52.10 ,48.59 ,1
18,19,63.33 ,30.14 ,38.55 ,42.26 ,38.54 ,1
18,22,40.10 ,49.07 ,52.67 ,57.39 ,35.01 ,1
25,18,58.84 ,30.20 ,67.20 ,35.12 ,51.08 ,1
23,21,71.65 ,32.45 ,64.89 ,23.49 ,47.75 ,1
20,16,60.62 ,23.11 ,48.28 ,36.79 ,12.73 ,1
26,29,67.93 ,37.76 ,57.76 ,25.09 ,37.05 ,1
16,14,47.60 ,53.31 ,67.97 ,57.81 ,52.22 ,1
23,15,54.14 ,41.80 ,53.99 ,32.95 ,47.37 ,1
38,35,69.43 ,17.91 ,29.65 ,33.66 ,30.11 ,1
27,13,59.63 ,68.96 ,61.32 ,46.58 ,51.11 ,1
14,8,52.00 ,53.83 ,59.96 ,48.14 ,32.45 ,1
12,10,50.00 ,35.39 ,62.81 ,76.51 ,37.85 ,1
11,7,34.91 ,60.59 ,60.30 ,53.61 ,55.35 ,1
11,8,48.64 ,43.18 ,35.88 ,36.60 ,38.08 ,1
13,10,68.31 ,43.15 ,41.98 ,64.95 ,30.78 ,1
9,9,38.62 ,57.75 ,54.33 ,64.10 ,55.85 ,1
16,4,54.85 ,37.08 ,50.10 ,34.68 ,44.97 ,1
15,9,51.13 ,49.86 ,39.27 ,32.59 ,24.49 ,1
13,9,45.28 ,33.66 ,39.81 ,46.29 ,38.65 ,1
28,14,57.69 ,13.28 ,73.59 ,57.41 ,51.59 ,1
20,20,71.93 ,63.45 ,77.61 ,21.51 ,23.17 ,1
20,8,53.89 ,45.15 ,46.51 ,46.37 ,41.65 ,1
9,3,43.18 ,52.54 ,58.48 ,63.13 ,42.89 ,1
11,8,58.86 ,24.54 ,16.21 ,52.14 ,37.15 ,1
31,20,61.35 ,43.93 ,69.75 ,59.52 ,53.08 ,1
32,23,70.67 ,47.01 ,47.95 ,42.69 ,40.43 ,1
27,16,62.37 ,43.67 ,67.21 ,42.12 ,50.12 ,1
10,11,48.95 ,33.71 ,52.80 ,45.85 ,42.07 ,1
10,3,42.73 ,51.93 ,51.73 ,45.74 ,37.51 ,1
9,9,53.35 ,47.58 ,71.32 ,69.00 ,53.82 ,1
14,7,41.81 ,31.05 ,29.65 ,53.62 ,41.66 ,1
11,11,49.90 ,45.55 ,34.08 ,48.52 ,50.24 ,1
11,10,57.09 ,49.62 ,44.96 ,40.23 ,49.96 ,1
11,9,49.43 ,35.54 ,59.01 ,25.41 ,56.17 ,1
33,20,72.07 ,47.72 ,63.95 ,23.74 ,37.29 ,1
12,10,50.93 ,50.57 ,68.03 ,59.06 ,51.02 ,1
12,13,61.54 ,48.51 ,52.74 ,55.66 ,38.64 ,1
27,22,58.15 ,34.02 ,50.05 ,42.00 ,42.98 ,0
19,10,50.33 ,41.90 ,45.33 ,51.28 ,49.89 ,0
33,21,50.06 ,52.33 ,61.61 ,43.49 ,56.65 ,1
17,14,59.47 ,36.67 ,52.06 ,47.15 ,34.95 ,1
10,8,46.55 ,26.22 ,29.16 ,48.92 ,49.69 ,1
17,9,58.08 ,46.31 ,37.93 ,44.31 ,43.39 ,0
15,8,52.27 ,44.33 ,43.24 ,43.38 ,40.41 ,0
20,9,52.62 ,42.59 ,32.39 ,64.82 ,34.86 ,0
16,12,70.48 ,49.64 ,46.74 ,38.06 ,39.94 ,1
19,14,64.57 ,44.61 ,53.47 ,57.71 ,32.85 ,1
9,9,36.96 ,34.40 ,35.27 ,51.08 ,70.03 ,0
14,11,52.93 ,52.55 ,43.90 ,45.68 ,39.86 ,1
16,6,52.61 ,29.27 ,37.12 ,51.35 ,50.14 ,0
12,9,55.36 ,19.43 ,21.31 ,52.61 ,37.01 ,0
9,0,50.82 ,38.96 ,42.07 ,54.19 ,37.52 ,1
21,12,61.82 ,31.95 ,33.20 ,65.62 ,49.05 ,0
14,11,58.82 ,43.70 ,41.55 ,59.95 ,42.70 ,1
31,16,57.28 ,46.52 ,41.34 ,34.95 ,42.87 ,0
29,13,54.72 ,45.15 ,46.79 ,37.24 ,43.90 ,1
10,9,42.11 ,43.45 ,49.78 ,47.70 ,37.74 ,0
28,25,53.76 ,37.24 ,50.19 ,59.16 ,45.49 ,1
14,9,43.01 ,44.66 ,45.40 ,54.69 ,59.30 ,1
22,20,53.55 ,37.66 ,24.41 ,52.61 ,54.28 ,1
27,23,58.25 ,36.09 ,55.63 ,39.95 ,40.26 ,0
30,23,68.70 ,44.82 ,50.89 ,38.57 ,42.88 ,1
10,10,54.60 ,45.57 ,54.75 ,47.56 ,43.41 ,1
20,20,70.46 ,38.81 ,54.54 ,53.43 ,40.26 ,1
22,22,56.41 ,54.35 ,63.28 ,49.94 ,45.15 ,1
22,24,50.52 ,44.79 ,55.09 ,57.82 ,46.37 ,1
25,12,53.31 ,50.92 ,41.76 ,44.40 ,52.08 ,0
11,9,53.93 ,22.54 ,47.89 ,54.30 ,51.90 ,0
26,24,55.63 ,29.10 ,59.06 ,46.44 ,33.22 ,0
14,6,53.32 ,27.29 ,40.59 ,39.51 ,49.65 ,0
11,9,52.02 ,30.91 ,41.56 ,42.03 ,36.45 ,0
10,9,51.90 ,43.90 ,46.33 ,61.74 ,45.36 ,0
19,13,60.89 ,37.11 ,46.22 ,45.75 ,42.23 ,0
13,11,50.12 ,42.56 ,32.23 ,45.15 ,38.77 ,1
27,2,58.91 ,32.59 ,47.53 ,30.14 ,29.59 ,0
13,6,47.00 ,42.53 ,47.76 ,54.02 ,49.13 ,1
16,12,47.53 ,35.45 ,61.26 ,39.03 ,46.66 ,1
24,12,50.45 ,40.61 ,40.98 ,58.13 ,41.02 ,1
17,8,57.60 ,29.80 ,48.41 ,25.89 ,32.37 ,0
30,15,68.25 ,35.27 ,49.08 ,39.82 ,31.25 ,1
11,8,50.16 ,34.36 ,40.56 ,51.36 ,47.58 ,1
10,5,43.69 ,32.34 ,30.25 ,44.20 ,25.89 ,1
18,9,44.37 ,49.39 ,50.23 ,32.05 ,58.28 ,0
26,16,67.53 ,54.55 ,60.64 ,25.95 ,33.23 ,0
12,0,48.06 ,35.60 ,50.72 ,47.05 ,44.22 ,1
16,10,46.10 ,54.41 ,52.72 ,39.30 ,50.87 ,0
17,12,51.62 ,37.34 ,49.10 ,51.28 ,48.42 ,1
19,18,64.99 ,47.84 ,40.05 ,45.75 ,37.96 ,1
15,9,63.94 ,44.56 ,43.75 ,47.68 ,40.76 ,1
15,10,33.23 ,36.12 ,46.35 ,50.64 ,56.07 ,1
20,18,70.27 ,48.04 ,45.00 ,56.47 ,47.04 ,1
17,12,48.66 ,48.14 ,46.03 ,56.37 ,40.79 ,0
15,9,64.26 ,52.87 ,48.28 ,39.44 ,42.22 ,0
22,5,47.59 ,37.64 ,47.66 ,49.12 ,45.01 ,0
30,25,65.24 ,50.40 ,54.62 ,42.93 ,35.44 ,1
24,13,65.66 ,53.01 ,35.28 ,55.71 ,38.38 ,0
29,27,70.61 ,35.47 ,50.59 ,36.74 ,34.43 ,1
14,10,52.44 ,47.88 ,39.64 ,27.99 ,42.55 ,0
20,14,60.23 ,35.75 ,40.01 ,43.24 ,48.87 ,1
11,6,44.91 ,49.95 ,51.86 ,44.14 ,51.62 ,0
16,20,47.71 ,40.93 ,47.40 ,54.65 ,41.57 ,0
10,9,38.45 ,43.37 ,45.00 ,45.58 ,53.54 ,1
29,18,71.19 ,40.92 ,44.48 ,8.78 ,63.60 ,1
19,15,52.22 ,31.08 ,45.93 ,32.90 ,31.73 ,1
14,9,50.46 ,46.16 ,35.79 ,45.55 ,45.26 ,1
12,6,42.74 ,46.38 ,53.14 ,38.23 ,43.73 ,0
15,9,66.74 ,42.70 ,56.05 ,54.17 ,48.83 ,0
16,8,51.40 ,36.60 ,46.39 ,36.74 ,43.02 ,0
11,9,45.19 ,38.81 ,39.04 ,42.88 ,33.99 ,0
15,7,54.90 ,51.12 ,52.24 ,42.10 ,53.23 ,1
10,9,39.63 ,52.66 ,60.76 ,52.57 ,47.43 ,1
20,9,67.65 ,34.33 ,43.97 ,28.29 ,39.88 ,1
25,17,56.24 ,47.00 ,33.54 ,41.92 ,38.17 ,1
18,11,60.63 ,49.93 ,51.47 ,40.07 ,34.90 ,0
15,6,54.48 ,35.23 ,32.81 ,39.79 ,47.32 ,0
21,17,60.35 ,38.41 ,40.03 ,47.76 ,44.81 ,1
11,10,52.26 ,45.56 ,52.75 ,44.29 ,31.44 ,0
20,11,54.37 ,47.59 ,42.72 ,62.75 ,49.31 ,0
20,15,51.07 ,42.63 ,53.65 ,62.96 ,54.40 ,1
15,11,60.10 ,25.97 ,38.34 ,27.28 ,31.90 ,1
18,13,64.64 ,49.73 ,53.88 ,58.27 ,41.80 ,1
30,24,56.00 ,45.76 ,36.56 ,50.69 ,44.06 ,1
10,9,56.85 ,50.53 ,58.42 ,27.68 ,36.69 ,0
30,14,63.26 ,42.54 ,42.71 ,45.55 ,22.44 ,0
20,19,58.24 ,46.13 ,58.83 ,39.38 ,42.50 ,1
10,9,55.23 ,30.03 ,36.75 ,43.49 ,42.68 ,0
13,10,53.03 ,25.34 ,44.40 ,36.24 ,49.46 ,0
15,12,60.35 ,32.81 ,50.79 ,37.08 ,44.74 ,0
14,1,53.38 ,20.19 ,49.31 ,20.26 ,32.37 ,1
10,6,58.40 ,44.75 ,45.93 ,34.08 ,31.55 ,0
14,11,69.72 ,50.91 ,47.60 ,42.73 ,43.76 ,1
18,10,60.37 ,56.57 ,50.58 ,41.47 ,46.42 ,0
14,4,64.71 ,48.07 ,62.61 ,40.75 ,35.88 ,0
20,8,49.64 ,27.20 ,44.62 ,39.70 ,50.05 ,0
17,16,59.02 ,40.11 ,52.27 ,35.05 ,46.82 ,1
16,14,51.92 ,45.87 ,54.43 ,48.43 ,48.54 ,0
20,18,59.06 ,37.89 ,39.07 ,59.77 ,41.49 ,1
12,10,52.19 ,39.29 ,45.34 ,40.08 ,43.12 ,0
9,11,42.33 ,39.66 ,30.95 ,50.41 ,47.53 ,1
15,7,47.11 ,49.09 ,42.69 ,49.31 ,42.55 ,1
11,9,46.68 ,38.11 ,43.11 ,60.46 ,46.22 ,0
36,9,51.77 ,41.16 ,41.11 ,47.23 ,37.80 ,1
32,25,55.47 ,30.92 ,44.75 ,41.43 ,30.58 ,1
11,8,51.17 ,35.79 ,30.36 ,49.95 ,49.63 ,1
17,1,48.43 ,37.36 ,52.96 ,37.92 ,38.77 ,0
12,9,49.52 ,35.20 ,42.09 ,49.06 ,36.21 ,0
18,10,57.89 ,59.09 ,66.97 ,43.56 ,39.19 ,0
14,12,54.81 ,50.06 ,50.52 ,50.59 ,27.85 ,1
9,3,47.96 ,49.06 ,38.75 ,48.46 ,49.77 ,1
17,11,50.95 ,46.57 ,48.27 ,42.85 ,30.80 ,1
20,15,55.47 ,51.98 ,49.75 ,34.25 ,53.02 ,0
14,13,58.82 ,48.41 ,59.28 ,60.47 ,37.36 ,0
20,19,61.98 ,46.76 ,46.90 ,45.76 ,34.36 ,0
33,11,65.83 ,49.64 ,56.59 ,55.14 ,41.50 ,0
16,9,49.01 ,55.31 ,43.92 ,38.61 ,37.48 ,0
23,12,53.76 ,52.46 ,51.39 ,44.19 ,38.76 ,0
43,15,64.91 ,30.04 ,45.47 ,35.82 ,31.26 ,1
12,10,55.81 ,57.64 ,55.68 ,54.27 ,49.56 ,1
27,17,61.07 ,55.56 ,45.42 ,54.79 ,44.17 ,1
11,8,49.73 ,23.86 ,39.99 ,29.88 ,52.68 ,0
24,13,71.75 ,35.60 ,40.47 ,35.49 ,46.69 ,0
26,16,53.63 ,40.64 ,34.61 ,31.97 ,30.54 ,1
13,6,59.88 ,62.29 ,53.87 ,57.01 ,41.38 ,1
14,6,55.04 ,30.98 ,44.73 ,27.90 ,25.52 ,1
22,13,68.85 ,31.61 ,50.39 ,40.70 ,39.82 ,1
31,23,56.64 ,32.36 ,41.77 ,27.94 ,29.83 ,1
11,9,52.54 ,30.89 ,48.75 ,28.86 ,35.57 ,0
17,11,55.49 ,28.39 ,43.68 ,42.97 ,40.90 ,0
19,7,64.13 ,17.90 ,48.12 ,50.69 ,40.78 ,0
13,6,63.28 ,55.96 ,55.90 ,37.52 ,44.29 ,0
19,13,63.39 ,56.43 ,46.20 ,33.75 ,41.44 ,0
33,23,60.85 ,21.17 ,40.82 ,56.39 ,32.05 ,1
10,9,47.80 ,47.95 ,29.53 ,32.31 ,47.76 ,0
12,12,49.79 ,43.35 ,50.77 ,63.40 ,56.68 ,0
16,9,43.92 ,38.32 ,38.15 ,38.58 ,53.48 ,0
21,16,57.33 ,28.86 ,42.41 ,59.99 ,37.43 ,1
14,10,45.94 ,46.39 ,49.39 ,45.42 ,51.48 ,1
19,15,44.42 ,64.10 ,54.15 ,32.06 ,52.82 ,1
9,9,44.87 ,69.43 ,77.03 ,38.77 ,56.07 ,1
10,10,59.07 ,61.88 ,48.90 ,55.76 ,42.78 ,1
11,9,52.68 ,46.89 ,42.19 ,49.94 ,46.11 ,1
16,11,54.42 ,36.46 ,46.73 ,55.56 ,37.28 ,1
9,3,51.49 ,44.64 ,57.05 ,47.21 ,45.41 ,1
9,9,48.15 ,46.17 ,53.96 ,52.75 ,41.96 ,1
23,11,46.28 ,42.62 ,44.60 ,45.51 ,34.54 ,1
16,11,57.13 ,36.90 ,45.31 ,38.30 ,28.64 ,0
16,26,64.28 ,35.99 ,54.34 ,44.87 ,38.47 ,1
18,9,47.63 ,36.36 ,39.31 ,43.72 ,44.49 ,0
9,6,52.17 ,53.86 ,42.61 ,57.83 ,42.59 ,0
31,33,59.16 ,43.63 ,49.81 ,43.75 ,33.15 ,1
13,3,61.42 ,31.14 ,49.78 ,20.30 ,36.01 ,0
15,13,60.55 ,38.05 ,30.00 ,35.06 ,30.80 ,1
18,8,54.83 ,46.09 ,49.09 ,57.77 ,34.99 ,1
10,0,35.17 ,43.73 ,55.54 ,40.78 ,55.53 ,1
17,11,53.63 ,46.87 ,66.92 ,35.93 ,51.22 ,1
35,26,53.36 ,50.52 ,63.91 ,49.48 ,56.65 ,0
16,5,51.27 ,36.12 ,56.74 ,33.61 ,41.75 ,0
13,10,54.92 ,30.19 ,52.75 ,23.23 ,31.39 ,0
21,6,59.23 ,30.34 ,52.02 ,26.09 ,27.16 ,0
19,17,61.41 ,41.29 ,45.53 ,25.63 ,38.13 ,0
10,10,58.55 ,40.18 ,48.48 ,54.96 ,53.43 ,1
13,4,46.31 ,58.73 ,56.92 ,32.34 ,35.64 ,0
17,9,49.11 ,57.26 ,55.87 ,54.81 ,52.64 ,0
32,8,55.61 ,52.03 ,56.13 ,29.62 ,60.84 ,0
13,0,49.54 ,40.53 ,47.74 ,54.12 ,49.13 ,0
30,27,66.48 ,53.05 ,49.19 ,47.97 ,43.62 ,1
13,7,61.47 ,36.77 ,42.41 ,61.50 ,40.56 ,1
12,8,54.76 ,57.63 ,64.20 ,47.06 ,49.26 ,0
15,12,58.82 ,46.49 ,51.55 ,33.95 ,41.40 ,0
14,0,58.15 ,43.67 ,39.99 ,39.95 ,46.58 ,0
10,9,48.79 ,46.41 ,43.34 ,39.21 ,32.69 ,0
16,10,50.13 ,34.94 ,47.61 ,40.68 ,50.55 ,0
18,22,73.72 ,29.66 ,64.49 ,36.59 ,38.72 ,1
22,17,58.37 ,43.30 ,29.87 ,28.56 ,29.32 ,1
10,10,56.98 ,28.77 ,50.14 ,39.25 ,37.68 ,1
28,16,57.61 ,59.32 ,46.16 ,46.31 ,60.30 ,1
9,9,65.15 ,34.12 ,49.93 ,55.62 ,54.35 ,1
9,10,45.01 ,50.83 ,49.41 ,51.23 ,44.30 ,1
22,13,78.49 ,22.80 ,56.86 ,39.55 ,35.97 ,1
11,15,59.26 ,33.25 ,42.78 ,32.28 ,39.80 ,0
16,10,51.50 ,40.95 ,40.59 ,38.58 ,44.47 ,1
15,9,54.61 ,45.61 ,40.85 ,40.88 ,40.99 ,1
16,14,53.22 ,39.77 ,50.45 ,44.80 ,43.41 ,1
12,12,48.16 ,31.16 ,43.56 ,39.12 ,45.35 ,1
28,16,65.74 ,19.79 ,42.24 ,51.14 ,26.58 ,0
12,6,49.53 ,42.35 ,58.58 ,39.49 ,21.73 ,0
30,13,67.27 ,38.02 ,44.33 ,54.75 ,48.26 ,0
18,13,47.06 ,40.63 ,67.76 ,54.99 ,52.34 ,1
20,14,57.74 ,41.97 ,56.02 ,34.37 ,53.08 ,0
12,9,53.70 ,50.76 ,57.58 ,44.75 ,54.67 ,1
23,9,57.50 ,33.45 ,42.01 ,29.58 ,22.33 ,1
9,11,38.73 ,51.87 ,49.77 ,58.61 ,62.76 ,1
16,10,58.95 ,44.88 ,44.26 ,59.61 ,28.30 ,1
13,5,49.86 ,30.30 ,36.41 ,42.93 ,27.97 ,0
20,11,66.93 ,34.46 ,38.55 ,30.92 ,36.51 ,1
16,9,55.05 ,43.60 ,41.27 ,51.34 ,33.45 ,1
12,10,53.23 ,44.91 ,48.59 ,45.10 ,27.76 ,0
31,28,62.04 ,38.22 ,54.21 ,35.69 ,49.14 ,0
15,11,47.97 ,31.78 ,35.30 ,59.79 ,47.22 ,0
23,10,57.32 ,31.04 ,44.71 ,20.98 ,34.88 ,1
18,10,56.66 ,39.69 ,39.60 ,47.69 ,32.16 ,1
21,10,56.41 ,42.80 ,49.42 ,41.46 ,43.07 ,0
13,9,48.27 ,42.85 ,45.37 ,43.37 ,34.83 ,1
15,20,54.23 ,49.11 ,43.79 ,49.43 ,41.88 ,1
26,17,52.75 ,39.51 ,35.50 ,54.78 ,57.69 ,1
13,11,42.94 ,43.83 ,39.98 ,47.00 ,38.99 ,1
12,0,58.19 ,32.04 ,49.17 ,53.43 ,42.93 ,0
11,6,50.31 ,54.58 ,49.27 ,43.47 ,49.60 ,0
17,10,46.79 ,39.73 ,39.16 ,43.75 ,55.44 ,0
13,0,60.74 ,41.62 ,52.56 ,33.68 ,44.56 ,0
32,12,57.44 ,35.27 ,32.42 ,50.33 ,59.14 ,0
16,10,59.66 ,42.24 ,69.48 ,77.68 ,41.94 ,1
33,16,60.99 ,44.37 ,51.57 ,38.50 ,41.44 ,0
10,10,44.32 ,50.73 ,41.51 ,64.74 ,47.72 ,1
22,7,51.02 ,41.75 ,53.39 ,46.93 ,35.95 ,1
16,5,45.27 ,45.70 ,43.97 ,42.73 ,48.29 ,0
17,8,55.68 ,43.74 ,33.42 ,36.58 ,42.32 ,0
10,12,47.40 ,27.47 ,55.09 ,16.63 ,26.70 ,0
10,3,57.98 ,34.45 ,45.12 ,27.36 ,36.42 ,1
13,6,53.27 ,37.28 ,38.17 ,35.58 ,21.43 ,0
35,24,63.76 ,43.41 ,48.28 ,39.47 ,39.64 ,1
10,7,49.02 ,37.95 ,52.76 ,52.74 ,41.90 ,1
16,8,50.77 ,43.73 ,42.17 ,58.41 ,43.80 ,1
39,27,56.27 ,42.38 ,52.04 ,48.58 ,43.89 ,1
12,9,45.73 ,50.46 ,50.03 ,48.63 ,49.24 ,1
19,7,53.47 ,52.15 ,52.14 ,45.01 ,43.66 ,1
18,11,52.63 ,35.16 ,43.25 ,52.26 ,40.92 ,1
17,21,73.36 ,46.32 ,61.49 ,28.05 ,28.92 ,1
19,9,51.40 ,57.41 ,46.93 ,44.31 ,45.85 ,0
12,10,53.50 ,51.75 ,55.79 ,49.83 ,49.90 ,1
19,6,65.99 ,37.13 ,47.35 ,53.48 ,38.59 ,1
17,24,58.44 ,49.87 ,40.99 ,32.97 ,34.69 ,1
21,12,59.01 ,45.50 ,61.81 ,53.47 ,45.43 ,1
11,11,53.71 ,52.96 ,48.64 ,60.57 ,44.31 ,1
19,13,52.19 ,48.99 ,52.81 ,35.09 ,40.69 ,0
33,33,66.65 ,41.49 ,59.49 ,53.82 ,34.28 ,1
25,23,73.39 ,23.48 ,59.30 ,55.54 ,37.90 ,1
19,13,53.36 ,35.97 ,50.77 ,44.82 ,32.85 ,1
15,13,52.06 ,56.80 ,68.17 ,45.99 ,54.78 ,0
18,6,57.54 ,38.60 ,52.13 ,32.90 ,41.72 ,0
17,10,53.86 ,39.94 ,28.72 ,40.46 ,52.60 ,0
14,9,50.18 ,51.06 ,35.15 ,42.94 ,33.38 ,0
18,11,52.38 ,42.72 ,61.64 ,46.42 ,24.02 ,1
27,4,61.44 ,37.16 ,47.23 ,54.74 ,37.07 ,0
30,9,60.70 ,45.63 ,39.64 ,50.02 ,34.49 ,0
23,13,50.90 ,35.05 ,41.92 ,44.04 ,23.45 ,0
17,10,61.46 ,28.33 ,39.57 ,41.35 ,47.96 ,0
16,7,48.22 ,38.62 ,40.92 ,37.66 ,51.90 ,0
11,12,47.12 ,53.70 ,59.78 ,49.18 ,55.04 ,1
17,9,46.24 ,47.82 ,50.25 ,32.77 ,40.69 ,0
14,10,46.57 ,60.41 ,47.31 ,57.56 ,50.05 ,0
15,10,50.59 ,45.20 ,49.56 ,37.95 ,35.99 ,0
17,10,55.91 ,37.50 ,31.34 ,28.99 ,45.99 ,0
16,16,48.66 ,48.54 ,45.90 ,41.46 ,28.90 ,0
17,12,50.99 ,37.67 ,40.05 ,46.34 ,43.90 ,0
15,8,51.26 ,39.36 ,52.85 ,50.47 ,44.81 ,0
22,7,35.94 ,62.15 ,71.46 ,71.63 ,63.05 ,0
15,9,53.86 ,56.23 ,53.20 ,44.15 ,35.88 ,0
19,14,53.11 ,49.46 ,62.15 ,31.39 ,56.25 ,0
15,10,47.68 ,39.16 ,49.44 ,38.12 ,50.34 ,1
28,14,61.71 ,47.42 ,24.54 ,24.97 ,37.48 ,0
14,10,50.37 ,44.35 ,31.45 ,29.90 ,45.64 ,1
15,9,59.36 ,52.00 ,56.19 ,29.56 ,37.04 ,0
23,19,63.72 ,42.59 ,49.08 ,41.32 ,35.05 ,1
12,2,46.67 ,45.85 ,48.44 ,44.72 ,44.57 ,0
33,8,43.69 ,55.31 ,62.25 ,53.95 ,55.23 ,0
17,8,43.48 ,49.18 ,48.74 ,52.67 ,46.38 ,1
21,16,58.93 ,34.62 ,56.03 ,42.67 ,31.91 ,0
20,9,55.68 ,41.00 ,56.64 ,48.60 ,42.89 ,0
21,14,60.28 ,42.60 ,63.69 ,37.72 ,37.16 ,0
9,6,42.83 ,45.23 ,60.66 ,54.21 ,45.19 ,0
12,9,60.10 ,46.75 ,52.94 ,36.31 ,44.47 ,1
16,0,65.90 ,43.27 ,45.62 ,41.73 ,38.86 ,1
24,14,49.77 ,21.00 ,60.48 ,33.26 ,32.78 ,1
19,22,63.64 ,33.65 ,60.62 ,45.95 ,42.83 ,1
14,11,56.71 ,35.81 ,41.00 ,34.50 ,29.23 ,1
21,19,58.80 ,37.96 ,36.84 ,29.38 ,37.14 ,1
20,19,56.73 ,40.73 ,30.36 ,30.77 ,27.96 ,1
26,16,47.25 ,29.58 ,46.16 ,32.78 ,47.42 ,0
30,21,53.40 ,59.22 ,61.35 ,49.74 ,32.24 ,0
18,16,50.99 ,40.72 ,55.90 ,42.22 ,47.78 ,0
14,10,57.09 ,48.10 ,43.19 ,40.80 ,33.94 ,1
9,6,49.66 ,54.48 ,49.83 ,46.72 ,51.45 ,1
13,9,44.36 ,57.76 ,57.05 ,44.29 ,53.03 ,0
13,9,55.09 ,33.38 ,34.05 ,50.55 ,49.79 ,1
10,10,60.15 ,42.26 ,35.06 ,46.48 ,44.54 ,1
9,10,57.82 ,50.78 ,54.61 ,51.98 ,42.77 ,1
14,12,52.14 ,26.33 ,32.29 ,27.09 ,38.02 ,1
17,7,49.47 ,35.15 ,56.44 ,19.56 ,31.96 ,0
12,9,60.48 ,40.96 ,34.21 ,46.77 ,37.54 ,1
13,13,55.73 ,50.03 ,43.68 ,33.41 ,22.91 ,1
17,7,67.29 ,42.53 ,38.59 ,33.66 ,27.83 ,1
29,15,71.02 ,40.97 ,37.95 ,23.74 ,48.67 ,1
11,6,52.57 ,55.29 ,46.40 ,51.30 ,48.06 ,1
16,18,55.52 ,42.51 ,45.61 ,48.42 ,35.83 ,1
17,26,64.77 ,33.19 ,37.54 ,45.27 ,47.29 ,1
14,14,68.29 ,42.50 ,44.18 ,57.71 ,45.91 ,1
9,9,51.38 ,54.32 ,64.99 ,57.98 ,49.19 ,1
11,8,60.67 ,47.81 ,51.24 ,35.14 ,46.72 ,1
14,11,49.79 ,45.27 ,49.58 ,25.05 ,45.78 ,1
18,10,51.83 ,50.68 ,41.30 ,53.43 ,39.16 ,1
14,5,50.13 ,36.63 ,33.02 ,45.05 ,40.25 ,1
24,16,61.61 ,51.39 ,30.85 ,43.58 ,47.06 ,1
13,9,48.76 ,36.49 ,35.21 ,48.40 ,52.97 ,1
18,10,51.53 ,47.79 ,40.67 ,52.86 ,46.76 ,0
19,10,60.37 ,38.60 ,36.01 ,51.51 ,42.80 ,1
13,6,60.85 ,45.10 ,42.02 ,20.12 ,45.13 ,1
9,9,56.15 ,42.88 ,63.41 ,51.38 ,40.42 ,1
15,9,49.92 ,48.71 ,46.54 ,28.98 ,43.77 ,0
14,9,64.65 ,54.50 ,50.09 ,54.24 ,44.16 ,1
28,13,65.26 ,34.56 ,65.41 ,26.77 ,40.03 ,1
20,10,71.11 ,24.49 ,45.85 ,34.47 ,27.79 ,1
27,22,54.22 ,37.01 ,34.29 ,24.26 ,52.45 ,0
16,11,62.57 ,36.07 ,37.78 ,33.09 ,32.68 ,0
35,36,71.02 ,39.32 ,61.64 ,53.52 ,36.08 ,1
15,7,55.99 ,63.81 ,62.27 ,56.53 ,59.34 ,1
15,6,51.79 ,52.73 ,52.05 ,51.42 ,39.34 ,0
10,0,31.22 ,60.81 ,70.73 ,80.45 ,52.49 ,0
15,9,36.88 ,43.86 ,52.39 ,26.41 ,31.79 ,0
9,5,44.92 ,48.89 ,52.68 ,56.94 ,42.12 ,0
23,15,51.58 ,36.06 ,31.44 ,39.90 ,30.32 ,1
23,7,46.47 ,41.55 ,56.93 ,51.19 ,54.67 ,0
19,10,71.67 ,51.42 ,69.05 ,24.23 ,48.40 ,0
12,12,54.22 ,46.09 ,46.27 ,35.72 ,42.50 ,0
19,10,50.58 ,50.27 ,51.66 ,27.83 ,43.93 ,1
17,9,53.80 ,34.96 ,40.70 ,52.72 ,42.21 ,1
13,13,52.78 ,27.26 ,50.02 ,39.28 ,30.81 ,1
11,10,48.95 ,49.69 ,45.00 ,48.59 ,43.87 ,1
10,6,37.73 ,54.80 ,50.36 ,55.65 ,47.12 ,0
11,9,51.29 ,38.08 ,29.07 ,46.17 ,44.06 ,0
13,9,47.71 ,51.08 ,50.19 ,47.09 ,33.28 ,0
20,13,63.08 ,55.06 ,42.66 ,29.24 ,40.89 ,1
14,11,59.31 ,49.27 ,48.38 ,51.62 ,43.17 ,1
13,14,60.86 ,39.03 ,47.66 ,42.78 ,31.00 ,0
14,9,73.56 ,61.11 ,41.61 ,52.76 ,44.08 ,1
24,20,58.80 ,29.02 ,48.28 ,40.21 ,40.95 ,0
42,31,66.09 ,38.70 ,47.18 ,31.57 ,45.30 ,0
