"","title","type","year","rating","imdb_score","decade","genre"
"1454","A Little Curious","TV",1998,"G/TV-G",7.1,"1990-1999","Animation"
"1455","Collision Course","Movie/Other",1989,"PG/TV-PG",4.6,"1980-1989","Crime"
"1456","Dead Silence","Movie/Other",1997,"R/TV-MA",6.1,"1990-1999","Drama"
"1457","The Latin Explosion: A New America","Movie/Other",2015,"PG/TV-PG",7.3,"2010-2019","Musical"
"1458","Angel Rodriguez","Movie/Other",2005,"R/TV-MA",4.9,"2000-2009","Drama"
"1459","The Battle of Amfar","Movie/Other",2013,"PG-13/TV-14",6.9,"2010-2019","Biography"
"1460","The Adventures of Tom Thumb & Thumbelina","Movie/Other",2002,"G/TV-G",5.1,"2000-2009","Musical"
"1461","Buzz","Movie/Other",2019,"R/TV-MA",5.3,"2010-2019","Documentary"
"1462","MXP: Most Xtreme Primate","Movie/Other",2004,"G/TV-G",4.1,"2000-2009","Comedy"
"1463","Rock and Roll Hall of Fame 2019 Induction Ceremony","Movie/Other",2019,"PG-13/TV-14",8.2,"2010-2019","Drama"
"1464","Stolen Daughters: Kidnapped By Boko Haram","Movie/Other",2018,"PG-13/TV-14",6.3,"2010-2019","Documentary"
"1465","City Dump: The Story of the 1951 CCNY Basketball Scandal","Movie/Other",1998,"PG/TV-PG",7.6,"1990-1999","Documentary"
"1466","Mob Stories","Movie/Other",1993,"PG-13/TV-14",7.1,"1990-1999","Documentary"
"1467","The Honeymooners","Movie/Other",2005,"PG-13/TV-14",3.3,"2000-2009","Family"
"1468","The X from Outer Space","Movie/Other",1967,"PG/TV-PG",5,"1960-1969","Sci-Fi"
"1469","The Latino List","Movie/Other",2011,"PG/TV-PG",7.3,"2010-2019","Documentary"
"1470","White Mile","Movie/Other",1994,"R/TV-MA",5.9,"1990-1999","Thriller"
"1471","Love Crimes Of Kabul","Movie/Other",2011,"PG-13/TV-14",6.9,"2010-2019","Documentary"
"1472","24/7: Kelly Slater","Movie/Other",2019,"PG-13/TV-14",6.6,"2010-2019","Documentary"
"1473","On Freddie Roach","TV",2012,"R/TV-MA",7.3,"2010-2019","Reality"
"1474","The Tale of Peter Rabbit","Movie/Other",1991,"G/TV-G",7.8,"1990-1999","Animation"
"1475","The Skin of Yesterday","Movie/Other",2019,"PG/TV-PG",8.1,"2010-2019","Drama"
"1476","Mann v. Ford","Movie/Other",2011,"G/TV-G",7.1,"2010-2019","Documentary"
"1477","Head Office","Movie/Other",1985,"PG-13/TV-14",5.5,"1980-1989","Comedy"
"1478","Student Athlete","Movie/Other",2018,"PG/TV-PG",6.5,"2010-2019","Documentary"
"1479","24/7 College Football","TV",2019,"PG/TV-PG",7.6,"2010-2019","Reality"
"1480","Clínica de Migrantes: Life, Liberty, and the Pursuit of Happiness","Movie/Other",2016,"G/TV-G",7.4,"2010-2019","Documentary"
"1481","Top Ten Monks","Movie/Other",2010,"G/TV-G",6.7,"2010-2019","Documentary"
"1482","All Def Comedy","TV",2017,"R/TV-MA",6.8,"2010-2019","Comedy"
"1483","The Olympics in Mexico","Movie/Other",1969,"G/TV-G",7.2,"1960-1969","Documentary"
"1484","Break","Movie/Other",2018,"R/TV-MA",5.8,"2010-2019","Comedy"
"1485","Sinbad: Beyond the Veil of Mists","Movie/Other",2000,"PG/TV-PG",4.9,"2000-2009","Action/Adventure"
"1486","Fall to Grace","Movie/Other",2013,"PG-13/TV-14",5.9,"2010-2019","Documentary"
"1487","When You Wish Upon a Pickle: A Sesame Street Special","Movie/Other",2018,"G/TV-G",7.9,"2010-2019","Family"
"1488","Citizen USA: A 50 State Road Trip","Movie/Other",2011,"PG/TV-PG",5.4,"2010-2019","Documentary"
"1489","Shanghai Surprise","Movie/Other",1986,"PG-13/TV-14",3.2,"1980-1989","Romance"
"1490","Pups United","Movie/Other",2015,"PG/TV-PG",4.2,"2010-2019","Comedy"
"1491","Dark Light: The Art Of Blind Photographers","Movie/Other",2009,"PG-13/TV-14",7.1,"2000-2009","Documentary"
"1492","THESE COLORS DON'T RUN","Movie/Other",2017,"PG/TV-PG",7.1,"2010-2019","Comedy"
"1493","Toe Tag Parole: To Live and Die on Yard A","Movie/Other",2015,"R/TV-MA",6.6,"2010-2019","Documentary"
"1494","Mrs. Genovese","Movie/Other",2018,"PG-13/TV-14",7.4,"2010-2019","Action/Adventure"
"1495","Hard as Nails","Movie/Other",2007,"R/TV-MA",5.5,"2000-2009","Documentary"
"1496","The Sissy Duckling","Movie/Other",1999,"PG/TV-PG",5.5,"1990-1999","Family"
"1497","The Leisure Class","Movie/Other",2015,"R/TV-MA",3.9,"2010-2019","Comedy"
"1498","Locos de Amor 2","Movie/Other",2018,"PG-13/TV-14",5.2,"2010-2019","Musical"
"1499","Dirty Driving: Thundercars Of Indiana","Movie/Other",2008,"R/TV-MA",7.2,"2000-2009","Sport"
"1500","Habla Women","Movie/Other",2013,"PG/TV-PG",7.9,"2010-2019","Documentary"
"1501","It's Me, Hilary: The Man Who Drew Eloise","Movie/Other",2015,"PG/TV-PG",5.7,"2010-2019","Documentary"
"1502","Swiped: Hooking Up in the Digital Age","Movie/Other",2018,"R/TV-MA",5.5,"2010-2019","Documentary"
"1503","In Tahrir Square: 18 Days of Egypt's Unfinished Revolution","Movie/Other",2012,"PG-13/TV-14",7.1,"2010-2019","History"
"1504","Alpha & Omega: Journey to Bear Kingdom","Movie/Other",2017,"G/TV-G",4.7,"2010-2019","Animation"
"1505","Alpha and Omega: Dino Digs","Movie/Other",2016,"PG/TV-PG",3.8,"2010-2019","Action/Adventure"
"1506","No Contract, No Cookies: The Stella D'Oro Strike","Movie/Other",2010,"PG-13/TV-14",5.8,"2010-2019","Documentary"
"1507","Heidi Fleiss: The Would-be Madam of Crystal","Movie/Other",2008,"R/TV-MA",5.2,"2000-2009","Documentary"
"1508","5 American Handguns - 5 American Kids","Movie/Other",1995,"PG/TV-PG",5.9,"1990-1999","Documentary"
"1509","Studs Terkel: Listening to America","Movie/Other",2009,"PG-13/TV-14",6.8,"2000-2009","Biography"
"1510","Torn Apart: Separated at the Border","Movie/Other",2019,"PG/TV-PG",5.3,"2010-2019","Documentary"
"1511","Abortion: Desperate Choices","Movie/Other",1992,"R/TV-MA",7.3,"1990-1999","Independent"
"1512","Wings: Sky Force Heroes","Movie/Other",2014,"PG/TV-PG",3.3,"2010-2019","Animation"
"1513","A Child's Garden of Verses","Movie/Other",1992,"G/TV-G",6.8,"1990-1999","Family"
"1514","Anna","Movie/Other",2017,"R/TV-MA",2.3,"2010-2019","Horror"
"1515","Cold Around the Heart","Movie/Other",1997,"R/TV-MA",5.1,"1990-1999","Crime"
"1516","Odd Jobs","Movie/Other",1986,"PG-13/TV-14",4.7,"1980-1989","Comedy"
"1517","Episode #1.1","Movie/Other",2006,"R/TV-MA",6.8,"2000-2009","Drama"
"1518","Episode #1.1","Movie/Other",2006,"R/TV-MA",6.8,"2000-2009","Documentary"
"1519","Elephant Kingdom","Movie/Other",2016,"PG/TV-PG",4,"2010-2019","Animation"
"1520","Alpha and Omega: The Big Fureeze","Movie/Other",2016,"G/TV-G",4.8,"2010-2019","Action/Adventure"
"1521","Positively Naked","Movie/Other",2005,"R/TV-MA",6.3,"2000-2009","Documentary"
"1522","Journey Into Dyslexia","Movie/Other",2011,"G/TV-G",6.5,"2010-2019","Documentary"
"1523","Diagnosis Bipolar: Five Families Search for Answers","Movie/Other",2010,"PG/TV-PG",5.5,"2010-2019","Documentary"
"1524","Portraits of a Lady","Movie/Other",2008,"G/TV-G",5.6,"2000-2009","Documentary"
"1525","Celebrity Habla","Movie/Other",2009,"PG/TV-PG",8.5,"2000-2009","Documentary"
"1526","Full Beat","Movie/Other",2018,"PG-13/TV-14",5,"2010-2019","Drama"
"1527","Ebola: The Doctors' Story","Movie/Other",2016,"PG/TV-PG",7.9,"2010-2019","Documentary"
"1528","Habla Texas","Movie/Other",2011,"PG/TV-PG",7.1,"2010-2019","Documentary"
"1529","I Can Be President: A Kid's-Eye View","Movie/Other",2011,"G/TV-G",6.4,"2010-2019","Family"
"1530","RX: Early Detection - A Cancer Journey with Sandra Lee","Movie/Other",2018,"PG/TV-PG",4.3,"2010-2019","Documentary"
"1531","Search for Second Earth","TV",2018,"G/TV-G",7.8,"2010-2019","Documentary"
"1532","Habla y vota","Movie/Other",2016,"PG/TV-PG",5.8,"2010-2019","Documentary"
"1533","The Adventures of Jinbao","Movie/Other",2012,"PG/TV-PG",1.8,"2010-2019","Animation"
